STITCH ID STEREO,MEDRA TERM UMLS CONCEPT ID,se_count
CID000392622,"['C0038362', 'C0006277', 'C0027947', 'C0011616', 'C0853692', 'C0242350', 'C2242737', 'C0311468', 'C2047937', 'C0042164', 'C0005940', 'C0014591', 'C0856151', 'C0853034', 'C0022081', 'C0149931', 'C0017181', 'C0012569', 'C0020517', 'C0042267', 'C0019214', 'C0160390', 'C0009324', 'C0000737', 'C0026393', 'C0020456', 'C0085096', 'C0151904', 'C0004936', 'C0018946', 'C0040409', 'C0017152', 'C0232849', 'C0031117', 'C0009763', 'C0031212', 'C0019147', 'C0023052', 'C0231218', 'C0085614', 'C0242184', 'C0023467', 'C0702166', 'C0030252', 'C0036454', 'C0042594', 'C0085628', 'C0948089', 'C0037822', 'C0030305', 'C0014724', 'C0043352', 'C0008031', 'C0018099', 'C0020877', 'C0030193', 'C0002418', 'C0010200', 'C0271738', 'C0041976', 'C0549249', 'C0005741', 'C0027121', 'C0080274', 'C0015397', 'C0022408', 'C0004134', 'C0001925', 'C0040261', 'C0151625', 'C0020458', 'C0018965', 'C0235378', 'C0085636', 'C0042029', 'C0155365', 'C0027497', 'C0013595', 'C0013404', 'C0520966', 'C0403632', 'C0151786', 'C0019521', 'C0020580', 'C0233632', 'C0011570', 'C0234458', 'C0040053', 'C0016382', 'C0011175', 'C0085641', 'C0025222', 'C0023530', 'C0917798', 'C0015967', 'C0522224', 'C0006849', 'C0035455', 'C0021053', 'C0008311', 'C0015663', 'C1510471', 'C2830004', 'C0011168', 'C0011053', 'C0003537', 'C0018681', 'C0021400', 'C0025061', 'C0521591', 'C0151477', 'C1510410', 'C0004096', 'C0085633', 'C0035078', 'C0036974', 'C0424295', 'C0151539', 'C0022660', 'C0162287', 'C0029089', 'C0232726', 'C0002622', 'C0151970', 'C0413252', 'C0085669', 'C0162830', 'C0017574', 'C0015468', 'C0042075', 'C0006145', 'C0015732', 'C0264906', 'C0042963', 'C0003862', 'C0027769', 'C0013378', 'C0404521', 'C0011124', 'C0012833', 'C0019158', 'C0020649', 'C0040822', 'C0030846', 'C0033774', 'C0344232', 'C0006625', 'C0028734', 'C3203358', 'C0009676', 'C0151907', 'C0037023', 'C0151313', 'C0010481', 'C0016436', 'C0004093', 'C0948525', 'C0855242', 'C0030554', 'C0151594', 'C0022116', 'C0017979', 'C0033247', 'C1328337', 'C0151717', 'C1384666', 'C0085649', 'C0022346', 'C1258215', 'C3263723', 'C0002871', 'C0016204', 'C0014549', 'C0041969', 'C0231528', 'C0085593', 'C0013491', 'C0011603', 'C0518988', 'C0010692', 'C1443060', 'C2364111', 'C0034186', 'C0011849', 'C0233414', 'C0026848', 'C0687133', 'C1565489', 'C0004604', 'C0014868', 'C0233472', 'C0011551', 'C0851578', 'C0233494', 'C0342579', 'C0687707', 'C0151827', 'C0036508', 'C0020473', 'C0043096', 'C0011630', 'C0151766', 'C0042023', 'C0231530', 'C0009782', 'C0027796', 'C0392525', 'C0027765', 'C0013395', 'C0085615', 'C0003467', 'C0007859', 'C0039971', 'C0497327', 'C0017178', 'C0001623', 'C0018524', 'C2939147', 'C0015230', 'C0024902', 'C0040034', 'C0948594', 'C0019209', 'C0030794', 'C0011606', 'C0234215', 'C0085616', 'C0025202', 'C0497156', 'C0019080', 'C0009421', 'C0267792', 'C0232462', 'C0242301', 'C0542571', 'C0014130', 'C0020672', 'C0151825', 'C0009806', 'C0020557', 'C0235146', 'C0031350', 'C0042373', 'C1145670', 'C1257843', 'C0700184', 'C0687713', 'C0267596', 'C0011991', 'C1167965', 'C0027051', 'C0009319', 'C0040264', 'C0042571', 'C0034886', 'C0017168', 'C1306341', 'C0041657', 'C0149745', 'C0025323', 'C0338831', 'C0037274', 'C2363731', 'C0151517', 'C0206062', 'C0575081', 'C0037763', 'C0013456', 'C0039070', 'C0221773', 'C0014518', 'C0007222', 'C0039231', 'C0151610', 'C0277925', 'C0085631', 'C0151908', 'C0558489', 'C0032617', 'C0085932', 'C0024115', 'C0036572', 'C0031542', 'C0007971', 'C0029408', 'C0162429', 'C0423791', 'C0024282', 'C0020651', 'C0013604', 'C0877192', 'C0020453', 'C0003864', 'C0033860', 'C0518015', 'C0015672', 'C0020538', 'C0037199', 'C0020443', 'C0006840', 'C0022354', 'C0042109', 'C0014742', 'C0917801', 'C1142412', 'C0000731', 'C1320474', 'C3665347', 'C0151474', 'C0013428', 'C0018799', 'C0151763', 'C0017160']",313
CID000439260,"['C0001807', 'C0003467', 'C0497247', 'C0001125', 'C0003811', 'C0017086', 'C0030232', 'C0085636', 'C0008031', 'C0018681', 'C0428977', 'C0546884', 'C0020458', 'C0151795', 'C0042963', 'C0020538', 'C0013404', 'C0015376']",18
CID000439302,"['C0270611', 'C0003811', 'C0026826', 'C0428977', 'C0038525', 'C0043049', 'C0020517', 'C0002792', 'C0027497', 'C0020538', 'C0037763', 'C0042963', 'C0035317', 'C0009421', 'C0151636', 'C0036572', 'C0015927']",17
CID000439693,"['C0024103', 'C0013362', 'C0085636', 'C0038362', 'C0042029', 'C0006277', 'C0027497', 'C0013595', 'C0014038', 'C0019080', 'C0042769', 'C0013404', 'C0009676', 'C0242350', 'C0004623', 'C0002170', 'C0027813', 'C0232462', 'C0242301', 'C0235996', 'C0542571', 'C0004093', 'C0042164', 'C0030554', 'C0020039', 'C0009806', 'C0233632', 'C0011570', 'C0234458', 'C0019360', 'C0031350', 'C0023530', 'C0020517', 'C0085649', 'C0018801', 'C1258215', 'C0015967', 'C0002871', 'C0031039', 'C0522224', 'C0016204', 'C0687713', 'C0000737', 'C0011991', 'C0239571', 'C0231528', 'C0017675', 'C0085593', 'C0035455', 'C0007642', 'C0080276', 'C0026946', 'C0040264', 'C0042571', 'C0011603', 'C0019348', 'C2830004', 'C1306341', 'C1443060', 'C0011168', 'C0041657', 'C2981158', 'C0011053', 'C0031117', 'C0009763', 'C0037274', 'C1565489', 'C0041912', 'C0233472', 'C0023052', 'C0233494', 'C0018681', 'C0027651', 'C0042384', 'C0221100', 'C0000833', 'C0013456', 'C0702166', 'C0039070', 'C0541782', 'C0001824', 'C0003811', 'C0004096', 'C0029443', 'C0039231', 'C0004245', 'C0085633', 'C0521839', 'C0035078', 'C0036974', 'C0002874', 'C0151908', 'C0424295', 'C0085631', 'C0235032', 'C0018790', 'C0006266', 'C0022658', 'C0428977', 'C0034065', 'C0151766', 'C0009450', 'C0314719', 'C0151636', 'C0002622', 'C0032285', 'C0231530', 'C0235431', 'C0022904', 'C0024115', 'C0027796', 'C0392525', 'C0027765', 'C0036572', 'C0013395', 'C0085669', 'C0003467', 'C0008031', 'C0018099', 'C0031542', 'C0029408', 'C0002878', 'C0027932', 'C0040046', 'C0017178', 'C0243026', 'C0018524', 'C0162830', 'C0003864', 'C0017574', 'C0002962', 'C0030193', 'C0015230', 'C0002418', 'C0518015', 'C0015672', 'C0020538', 'C0037199', 'C3495920', 'C0010200', 'C0006840', 'C0040034', 'C0042963', 'C0948594', 'C0023895', 'C0042109', 'C0003862', 'C0020437', 'C0035309', 'C0917801', 'C0027769', 'C0031256', 'C0020625', 'C0004134', 'C3665347', 'C0025287', 'C0002453', 'C0012833', 'C0020458', 'C0020649', 'C0152227', 'C0022893', 'C0033774', 'C0151763']",164
CID000441129,"['C0085605', 'C0027497', 'C0027947', 'C0151828', 'C0019080', 'C0836924', 'C0267792', 'C0311468', 'C0030554', 'C0009806', 'C0151662', 'C0023530', 'C1145670', 'C0020517', 'C1257843', 'C0085649', 'C0042267', 'C0018801', 'C0022346', 'C0151723', 'C0015967', 'C0687713', 'C0000737', 'C0006849', 'C0011991', 'C0085593', 'C0021053', 'C0009319', 'C0011603', 'C0151904', 'C0858797', 'C0038325', 'C0031117', 'C0037274', 'C0014457', 'C0021368', 'C0011206', 'C0231218', 'C0018681', 'C0002994', 'C0014518', 'C0001824', 'C0521491', 'C0085631', 'C0151539', 'C0020621', 'C0151905', 'C0009450', 'C0852911', 'C0032285', 'C0235431', 'C0853149', 'C0027765', 'C0151734', 'C0151735', 'C0750394', 'C1384353', 'C0031542', 'C0002878', 'C0017178', 'C0040046', 'C0013604', 'C0018524', 'C0002792', 'C0030193', 'C0015230', 'C0518015', 'C0006840', 'C0040034', 'C0042963', 'C0042109', 'C0014742', 'C0392386', 'C0013378', 'C0404521', 'C0700345', 'C0012833', 'C0019158', 'C0020458', 'C1609512', 'C0033774', 'C0008370']",82
CID000441140,"['C0948586', 'C0006849', 'C0001824', 'C0011991', 'C0027497', 'C0015230', 'C0033687', 'C0020433', 'C0005779', 'C0015672', 'C0009676', 'C0006840', 'C0011603', 'C0235996', 'C0004093', 'C1443060', 'C0042109', 'C0042963', 'C0014742', 'C0030554', 'C0041834', 'C0917801', 'C0027726', 'C0031117', 'C0013395', 'C0023530', 'C0024141', 'C0017181', 'C0012833', 'C0018681', 'C0019158', 'C0020517', 'C0002994']",33
CID000441193,"['C0162119', 'C0025202', 'C0042029', 'C0027497', 'C0344232', 'C0013404', 'C0009676', 'C0002170', 'C0019937', 'C0026961', 'C0232462', 'C0026858', 'C2047937', 'C0004093', 'C0855242', 'C0030554', 'C0041105', 'C0019521', 'C1527344', 'C0020580', 'C0015371', 'C0009806', 'C0233794', 'C0011570', 'C0235146', 'C0016382', 'C0008489', 'C0028084', 'C0037036', 'C0023530', 'C0030807', 'C0017181', 'C0012569', 'C0020517', 'C0013295', 'C0002871', 'C0016204', 'C0687713', 'C0000737', 'C0011991', 'C0027849', 'C0035455', 'C0027051', 'C0011603', 'C2830004', 'C1443060', 'C0027441', 'C0011168', 'C0041657', 'C0005758', 'C0011253', 'C0085637', 'C0031117', 'C0236075', 'C0041912', 'C0033975', 'C0004604', 'C0851578', 'C0233494', 'C0018681', 'C0231218', 'C0575081', 'C0021177', 'C0002994', 'C0037763', 'C0017672', 'C0013384', 'C0039070', 'C0001824', 'C0030252', 'C0036974', 'C0085631', 'C0151539', 'C0043096', 'C0042023', 'C0948089', 'C0085932', 'C0231530', 'C0042024', 'C0006325', 'C0036572', 'C0013395', 'C0043352', 'C0003467', 'C0233407', 'C0008031', 'C0750394', 'C0031542', 'C0497327', 'C0020651', 'C0013604', 'C0030196', 'C0278134', 'C0018524', 'C0043094', 'C0030193', 'C0015230', 'C0015672', 'C0020538', 'C0010200', 'C0040034', 'C0600142', 'C0042963', 'C0080274', 'C0917801', 'C0027769', 'C0033117', 'C0234215', 'C0004134', 'C0012833', 'C0034152', 'C0020458', 'C0020649', 'C0040822', 'C0033774', 'C0005747', 'C0221745']",117
CID000441199,"['C0014518', 'C0687713', 'C0000737', 'C0001824', 'C0011991', 'C0041969', 'C0242528', 'C0027497', 'C0002792', 'C0027947', 'C0015230', 'C0030193', 'C0086565', 'C0518015', 'C0019080', 'C0013404', 'C0002874', 'C0042075', 'C0009319', 'C0022660', 'C0423791', 'C0006840', 'C0011603', 'C0040034', 'C0311468', 'C0595916', 'C0042963', 'C0042109', 'C0014742', 'C0041834', 'C0038826', 'C0332534', 'C0038325', 'C0853813', 'C0041349', 'C0011606', 'C0026896', 'C0234233', 'C0036830', 'C0014457', 'C0016382', 'C0404521', 'C0036572', 'C0700345', 'C0023530', 'C0020517', 'C0031542', 'C1257843', 'C0151872', 'C0030312', 'C0020649', 'C0002994', 'C0002878', 'C1609512', 'C0022346', 'C0033774', 'C0015967', 'C0040046', 'C0002871', 'C0042267', 'C0008370']",61
CID000441276,"['C0038362', 'C0234987', 'C0027947', 'C0042487', 'C0042769', 'C0019061', 'C0311468', 'C0026858', 'C0595916', 'C2047937', 'C1527344', 'C0005940', 'C0014591', 'C0392676', 'C0031154', 'C0267537', 'C0020517', 'C0162834', 'C0000737', 'C0853761', 'C0235266', 'C0020456', 'C0151904', 'C0004936', 'C0151888', 'C1167791', 'C0031117', 'C0009763', 'C0085635', 'C0015376', 'C0231218', 'C0854303', 'C0023467', 'C0013384', 'C0003811', 'C0030252', 'C0004245', 'C0016199', 'C0036454', 'C0237849', 'C0018790', 'C0549373', 'C0034065', 'C0024236', 'C0085610', 'C0221345', 'C0151636', 'C0019151', 'C0948089', 'C0234632', 'C0018784', 'C0030305', 'C0152029', 'C0004238', 'C0043352', 'C0919980', 'C0008031', 'C0042900', 'C0024440', 'C0030196', 'C0243026', 'C0278134', 'C0333516', 'C0043094', 'C0002792', 'C0030193', 'C0002418', 'C0010200', 'C1262013', 'C0041834', 'C0035243', 'C0015397', 'C0234146', 'C0004134', 'C0333355', 'C0024312', 'C0020458', 'C0018965', 'C0235025', 'C0151311', 'C0042029', 'C0027497', 'C0013404', 'C0151798', 'C0151786', 'C0263540', 'C0020580', 'C0022281', 'C0039239', 'C1519353', 'C0233632', 'C0011570', 'C0040053', 'C0041364', 'C0016382', 'C0011175', 'C0025222', 'C0023530', 'C0015967', 'C0595877', 'C0006849', 'C0013922', 'C0038999', 'C0035455', 'C0021053', 'C0008311', 'C0026946', 'C0497247', 'C1619702', 'C0277885', 'C2830004', 'C0232492', 'C0011168', 'C0027424', 'C0239981', 'C0011053', 'C0744727', 'C0001339', 'C0041912', 'C0018681', 'C0027651', 'C0021400', 'C0025061', 'C0017672', 'C0242698', 'C0085633', 'C0035078', 'C0022568', 'C0036974', 'C0022660', 'C0232495', 'C0428977', 'C0018802', 'C0427457', 'C0085669', 'C0151735', 'C0040046', 'C0878544', 'C0162830', 'C0235234', 'C0016242', 'C2607914', 'C0234913', 'C0042075', 'C0006145', 'C0021308', 'C0021845', 'C0042963', 'C0497365', 'C0152027', 'C0003862', 'C0027769', 'C0270612', 'C0013378', 'C0268000', 'C0012833', 'C1096343', 'C0020649', 'C0152227', 'C0040822', 'C0033774', 'C0020678', 'C0344232', 'C0028734', 'C0948008', 'C0001418', 'C0009676', 'C0151907', 'C0151605', 'C0020542', 'C0027813', 'C0151313', 'C0016436', 'C0004093', 'C0030554', 'C0020615', 'C0400823', 'C0019360', 'C0024141', 'C1384666', 'C0085649', 'C0018801', 'C1258215', 'C3263723', 'C0002871', 'C0016204', 'C0041969', 'C0231528', 'C0014549', 'C0085593', 'C0013609', 'C0007642', 'C0043144', 'C0340464', 'C0011603', 'C0948692', 'C1443060', 'C0029118', 'C0162529', 'C0038325', 'C0018939', 'C0687133', 'C0151799', 'C1565489', 'C0032584', 'C0161479', 'C0004604', 'C0014868', 'C0233494', 'C0342579', 'C0151827', 'C0085602', 'C0086439', 'C0032326', 'C0007787', 'C0521839', 'C0235032', 'C0231807', 'C0043096', 'C0020621', 'C0151766', 'C0033771', 'C0151905', 'C0549567', 'C0314719', 'C0852911', 'C0042023', 'C0032285', 'C0009782', 'C0027796', 'C0028081', 'C0027765', 'C0013395', 'C0003467', 'C0007859', 'C0152025', 'C0017178', 'C0239783', 'C0015230', 'C0085661', 'C0024902', 'C0040034', 'C0600142', 'C0034069', 'C0948594', 'C0019209', 'C0332534', 'C0011606', 'C0011644', 'C0039240', 'C0026986', 'C0020625', 'C0234215', 'C0235710', 'C0036983', 'C0009938', 'C0221776', 'C0038454', 'C0019080', 'C0023380', 'C0522055', 'C0267792', 'C0002170', 'C0021051', 'C0232462', 'C0151825', 'C0009806', 'C0151662', 'C0231919', 'C1260880', 'C0234233', 'C0031350', 'C0042373', 'C1145670', 'C0042514', 'C1257843', 'C0030312', 'C0151723', 'C0476280', 'C0026826', 'C0221714', 'C0687713', 'C0267596', 'C0011991', 'C0877153', 'C1167965', 'C0027051', 'C0009319', 'C0040264', 'C0042571', 'C0019348', 'C0017168', 'C1306341', 'C0027441', 'C0041657', 'C0149745', 'C0037274', 'C2363730', 'C2363731', 'C0151517', 'C0236075', 'C0853748', 'C0021843', 'C0151602', 'C0206062', 'C0795692', 'C0575081', 'C0002994', 'C0037763', 'C0013456', 'C0039070', 'C0235031', 'C0014518', 'C0521592', 'C0039231', 'C0239739', 'C0277925', 'C0010709', 'C0085631', 'C0151908', 'C0151744', 'C0030446', 'C0009450', 'C0271321', 'C1442826', 'C0032617', 'C0235431', 'C0085584', 'C1142520', 'C0042024', 'C0259749', 'C0036572', 'C0476273', 'C0085682', 'C0003962', 'C0037284', 'C0239134', 'C0031542', 'C1384353', 'C0162429', 'C0423791', 'C0020651', 'C0013604', 'C0027540', 'C0020453', 'C0241136', 'C0221201', 'C0020598', 'C0032227', 'C0037299', 'C0518015', 'C0015672', 'C0034155', 'C0020538', 'C0037199', 'C0006840', 'C0016059', 'C0042109', 'C0014742', 'C0917801', 'C0000731', 'C0475858', 'C3665347', 'C0746883', 'C0235280', 'C0271051', 'C0013428', 'C0027339', 'C0206063', 'C0018799', 'C0231856']",371
CID000441277,"['C0003578', 'C0014518', 'C0018524', 'C0001824', 'C0011991', 'C0014549', 'C0039231', 'C0027497', 'C0002792', 'C0085593', 'C0232487', 'C0344232', 'C0036974', 'C0020538', 'C0013404', 'C0085631', 'C0009676', 'C0040264', 'C0042571', 'C0011603', 'C0232462', 'C0542571', 'C2830004', 'C0004093', 'C0026205', 'C1443060', 'C0042963', 'C0014742', 'C0030554', 'C0041657', 'C0080274', 'C0332534', 'C0917801', 'C0009806', 'C0022107', 'C0013378', 'C0014457', 'C0235146', 'C0016382', 'C0855775', 'C3665347', 'C0028259', 'C0043352', 'C0233407', 'C1510472', 'C0235063', 'C0012569', 'C0012833', 'C0018681', 'C0020517', 'C0020458', 'C0919567', 'C0020649', 'C1392046', 'C0037763', 'C0040822', 'C0033774', 'C0086565', 'C0039070', 'C0028738', 'C0041582']",61
CID000441290,"['C0003578', 'C0004096', 'C0003811', 'C0007222', 'C0039231', 'C0027497', 'C0002792', 'C0015230', 'C0036974', 'C0020538', 'C0043144', 'C0151605', 'C0011603', 'C0006266', 'C0522055', 'C0042963', 'C0151786', 'C0035508', 'C0019521', 'C0026848', 'C1145670', 'C0020517', 'C0020649', 'C0340865', 'C0033774', 'C0522224']",26
CID000441300,"['C0085605', 'C0038362', 'C0006277', 'C0027497', 'C0027947', 'C0853692', 'C0497156', 'C0013404', 'C0023380', 'C0311468', 'C0013182', 'C0002170', 'C0232462', 'C0026858', 'C2047937', 'C0004093', 'C0030554', 'C0038002', 'C0151786', 'C0856151', 'C0853034', 'C0011570', 'C0020557', 'C0151662', 'C0234458', 'C0031350', 'C0013415', 'C0149931', 'C0023530', 'C0021655', 'C0004364', 'C1145670', 'C0020517', 'C0015967', 'C0002871', 'C0687713', 'C0000737', 'C0011991', 'C0231528', 'C0085593', 'C0043144', 'C0027051', 'C0034902', 'C0042571', 'C0011603', 'C0020456', 'C0151904', 'C1443060', 'C0017152', 'C0029118', 'C0149745', 'C0038325', 'C2225524', 'C0031117', 'C0009763', 'C0037274', 'C2363730', 'C2363731', 'C0021368', 'C0344315', 'C0001125', 'C0851578', 'C0018681', 'C0231218', 'C0795692', 'C0221773', 'C0014518', 'C0521839', 'C1325847', 'C0018213', 'C0035078', 'C0002874', 'C0151766', 'C0151905', 'C0948089', 'C0035222', 'C0032285', 'C1262113', 'C0235431', 'C0030305', 'C0027765', 'C0036572', 'C0003467', 'C2711227', 'C0162429', 'C0017178', 'C0035410', 'C0013604', 'C0877192', 'C0002792', 'C0030193', 'C0015230', 'C0015672', 'C0020443', 'C0010200', 'C0040034', 'C0042963', 'C0042109', 'C0948594', 'C0014742', 'C0019209', 'C0035243', 'C0003862', 'C0917801', 'C0019163', 'C0234215', 'C0012833', 'C0024312', 'C0019158', 'C0020649', 'C0231856', 'C0017160']",112
CID000441313,"['C0020461', 'C0948586', 'C0038454', 'C0085605', 'C0038362', 'C0042029', 'C0006277', 'C0027497', 'C0027947', 'C0019080', 'C0028734', 'C0042769', 'C0013404', 'C0009676', 'C0522055', 'C0002170', 'C0027697', 'C0232462', 'C0542571', 'C2047937', 'C0004093', 'C0018621', 'C0030554', 'C0151825', 'C0151786', 'C1527344', 'C0037383', 'C1112443', 'C0014591', 'C0009806', 'C0233794', 'C0234458', 'C0699744', 'C1260880', 'C0031350', 'C0149931', 'C0023530', 'C0030807', 'C1368065', 'C0018808', 'C0030312', 'C0042267', 'C0085649', 'C0022346', 'C0015967', 'C0241950', 'C0002871', 'C0026826', 'C0016204', 'C0687713', 'C0000737', 'C0011991', 'C0231528', 'C0085593', 'C0035455', 'C1167965', 'C0013491', 'C0040264', 'C0018944', 'C0011603', 'C0042571', 'C0497247', 'C0853619', 'C2830004', 'C0028961', 'C1443060', 'C0232492', 'C0027441', 'C0041657', 'C0038325', 'C0009763', 'C1565489', 'C0001339', 'C0014457', 'C0236075', 'C0041912', 'C0004604', 'C0341012', 'C0151632', 'C0851578', 'C0233494', 'C0018681', 'C0042384', 'C0231218', 'C0002994', 'C0037763', 'C0013456', 'C0039070', 'C0001824', 'C0003811', 'C0004096', 'C0232461', 'C0030252', 'C0030805', 'C0085633', 'C0020903', 'C0034068', 'C0035078', 'C0036974', 'C0277925', 'C0085631', 'C0151908', 'C0424295', 'C0016199', 'C0022660', 'C0018790', 'C0006266', 'C0428977', 'C0032617', 'C0151636', 'C0042023', 'C0002622', 'C2938875', 'C0032285', 'C0037822', 'C0235431', 'C0042024', 'C0392525', 'C0151480', 'C0013395', 'C0043352', 'C0003467', 'C0007859', 'C0008031', 'C0039971', 'C0018099', 'C0235416', 'C0023518', 'C0002878', 'C0020651', 'C0013604', 'C0030196', 'C0021775', 'C0036749', 'C0003864', 'C0033860', 'C0009241', 'C0002962', 'C0002792', 'C0030193', 'C0015230', 'C0033687', 'C0034150', 'C0518015', 'C0015672', 'C0020538', 'C0037199', 'C0025345', 'C0010200', 'C0151609', 'C0040034', 'C0277585', 'C0600142', 'C0034069', 'C0042963', 'C0948594', 'C0042109', 'C0014742', 'C0041834', 'C0080274', 'C0003862', 'C1142412', 'C0037278', 'C0027769', 'C1322281', 'C0011606', 'C0020625', 'C0234215', 'C0268000', 'C3665347', 'C0404521', 'C0018926', 'C0012833', 'C0020458', 'C0020649', 'C0340865', 'C0040822', 'C0152227', 'C0018965', 'C0033774', 'C0017160']",181
CID000441314,"['C0016204', 'C0011603', 'C0687713', 'C0000737', 'C0009806', 'C0011991', 'C0030446', 'C0267596', 'C0027497', 'C0015230', 'C0000731', 'C0021845', 'C0017178', 'C1258215', 'C0919671', 'C0021843']",16
CID000441335,"['C0152459', 'C0042029', 'C0006277', 'C0027497', 'C0235761', 'C0011616', 'C0042769', 'C0013404', 'C0262977', 'C0151907', 'C0004623', 'C0232462', 'C0242301', 'C0026858', 'C0016436', 'C0004093', 'C0018621', 'C0014130', 'C0949059', 'C0030554', 'C1527344', 'C0014591', 'C0033247', 'C0031350', 'C3263723', 'C0015967', 'C0162835', 'C0009324', 'C0687713', 'C0000737', 'C0006849', 'C0011991', 'C0231528', 'C0035455', 'C0021053', 'C0043144', 'C0001622', 'C0011603', 'C0027441', 'C0151692', 'C0027424', 'C0009763', 'C0041912', 'C0004604', 'C0018681', 'C0020555', 'C0021400', 'C0002994', 'C0025061', 'C0013456', 'C0041582', 'C0004096', 'C0521839', 'C1325847', 'C0026113', 'C0039446', 'C0017601', 'C0006266', 'C0009450', 'C0162627', 'C0029882', 'C0152029', 'C0013395', 'C0043352', 'C0008031', 'C0013390', 'C0235234', 'C0002792', 'C0030193', 'C0015230', 'C2607914', 'C0015672', 'C0037199', 'C0086543', 'C0010200', 'C0037195', 'C0271738', 'C0006840', 'C0014175', 'C0042963', 'C0948594', 'C0264267', 'C0003862', 'C1322281', 'C0020522', 'C0019079', 'C0858259', 'C0009938', 'C0035854', 'C0151514', 'C0234894', 'C0033774', 'C0017160']",93
CID000441336,"['C0152459', 'C0687713', 'C0000737', 'C0006849', 'C0011991', 'C0231528', 'C0013390', 'C0033860', 'C0006277', 'C0027497', 'C0002792', 'C0227791', 'C0235761', 'C0011616', 'C0035455', 'C0162835', 'C0518015', 'C0019080', 'C0521839', 'C0030193', 'C0042769', 'C0043144', 'C0013404', 'C0026113', 'C0037199', 'C1325847', 'C0262977', 'C0010200', 'C0151907', 'C0271738', 'C0039446', 'C0006840', 'C0006266', 'C0011603', 'C0004623', 'C0026858', 'C0242301', 'C0009450', 'C0016436', 'C0042963', 'C0948594', 'C0014130', 'C0041834', 'C0030554', 'C0264267', 'C0003862', 'C0037383', 'C0020523', 'C0014591', 'C0162627', 'C0029882', 'C0009763', 'C0013378', 'C0031350', 'C0041912', 'C2607914', 'C0013395', 'C0043352', 'C0008031', 'C0858259', 'C0009938', 'C0018681', 'C0020555', 'C0035854', 'C0020517', 'C0151514', 'C0002994', 'C0234894', 'C0033774', 'C3263723', 'C0013456', 'C0151686', 'C0235259', 'C0152081', 'C0041582']",75
CID000441350,"['C0687713', 'C0000737', 'C0011991', 'C0018524', 'C0027497', 'C0038999', 'C0013132', 'C0015672', 'C0836924', 'C0009676', 'C0242350', 'C0151579', 'C0040034', 'C0151904', 'C0004093', 'C1443060', 'C0042109', 'C0042963', 'C0041105', 'C0027424', 'C0242422', 'C0015371', 'C0917801', 'C0037822', 'C0018939', 'C0014457', 'C0037036', 'C0043352', 'C0003467', 'C0233407', 'C0013428', 'C0236024', 'C0018681', 'C0020517', 'C0085649', 'C0040822', 'C0018965', 'C0002871', 'C0235660']",39
CID000441383,"['C0014518', 'C0687713', 'C0000737', 'C0231528', 'C0013390', 'C0027497', 'C0002792', 'C0030193', 'C0015230', 'C0085593', 'C1112214', 'C0521839', 'C0011603', 'C0006266', 'C0542571', 'C2047937', 'C0004093', 'C0042963', 'C0948594', 'C0042109', 'C1443060', 'C0003862', 'C0234215', 'C0012833', 'C0018681', 'C0020517', 'C0231218', 'C0033774', 'C0015967']",29
CID000441401,"['C0038362', 'C0027497', 'C0027947', 'C0344232', 'C0438215', 'C0019080', 'C0836924', 'C0013404', 'C0151479', 'C0232462', 'C0004093', 'C0030554', 'C0151603', 'C0020580', 'C0009806', 'C0853034', 'C0020615', 'C0243065', 'C0031350', 'C0023530', 'C0017181', 'C0030312', 'C0042267', 'C3263723', 'C0015967', 'C0002871', 'C0003578', 'C0006846', 'C0016204', 'C0687713', 'C0000737', 'C0006849', 'C0011991', 'C0699828', 'C0017675', 'C0085593', 'C1167965', 'C0013491', 'C0026946', 'C0040264', 'C0042571', 'C0011603', 'C0020456', 'C0085096', 'C0151904', 'C2830004', 'C0017152', 'C0151692', 'C0038325', 'C0031117', 'C0687133', 'C0037274', 'C0014457', 'C0041912', 'C0001125', 'C0018681', 'C0002994', 'C0037763', 'C0687707', 'C0007787', 'C0035078', 'C0151596', 'C0011630', 'C0020621', 'C0151766', 'C0151905', 'C0032617', 'C0032285', 'C0949103', 'C0018802', 'C0029132', 'C0853149', 'C0030305', 'C0151824', 'C0036572', 'C0013395', 'C0043352', 'C0233407', 'C0238106', 'C0039971', 'C0031542', 'C0017178', 'C0040046', 'C0243026', 'C0002792', 'C0030193', 'C0015230', 'C0037299', 'C0518015', 'C0015672', 'C0020538', 'C0010200', 'C0006840', 'C0040034', 'C0022354', 'C0042963', 'C0042109', 'C0014742', 'C0041834', 'C0917801', 'C0040434', 'C0392386', 'C0456909', 'C0013378', 'C0020625', 'C0268000', 'C0404521', 'C0700345', 'C0009938', 'C0012833', 'C0020458', 'C1609512', 'C0033774']",113
